 &plot nbnd= 100, nks=   701 /
            0.000000  0.000000  0.000000
   28.158   28.990   29.110   29.554   30.328   30.554   30.837   31.782   31.996   34.165
   34.568   35.710   36.540   36.759   38.280   38.372   39.005   39.022   39.038   39.687
   39.799   40.513   40.730   41.108   41.254   42.090   42.309   42.501   42.670   43.329
   43.974   44.181   44.733   44.896   45.629   45.682   46.372   46.460   46.872   46.973
   47.331   47.350   47.913   48.044   48.405   48.453   48.529   49.109   49.464   50.283
            0.062153  0.000000  0.026193
  -72.233  -72.224  -38.011  -38.011  -37.998  -37.984  -37.945  -37.945  -28.808   -9.828
   -9.827   -9.810   -0.760    1.964    5.886    7.318    7.331    8.108    8.490    9.012
    9.052    9.822    9.835   10.233   10.917   11.052   11.321   12.678   12.844   13.396
   14.070   15.815   16.208   16.353   16.837   17.246   17.359   18.487   20.204   20.433
   20.644   21.613   21.659   22.080   23.509   24.823   25.157   25.317   25.410   25.892
   28.114   28.984   29.085   29.586   30.300   30.563   30.861   31.799   32.044   34.085
   34.580   35.677   36.565   36.796   38.219   38.329   39.012   39.019   39.046   39.669
   39.828   40.503   40.710   41.037   41.324   42.102   42.261   42.497   42.761   43.311
   43.936   44.186   44.690   44.904   45.619   45.782   46.337   46.481   46.852   46.980
   47.292   47.320   47.880   47.983   48.434   48.463   48.517   49.194   49.550   50.303
            0.069059  0.000000  0.029103
  -72.233  -72.224  -38.011  -38.011  -37.998  -37.984  -37.945  -37.945  -28.808   -9.828
   -9.827   -9.810   -0.757    1.963    5.890    7.316    7.331    8.111    8.486    9.009
    9.057    9.822    9.833   10.230   10.895   11.039   11.344   12.650   12.842   13.423
   14.087   15.823   16.211   16.338   16.850   17.241   17.379   18.475   20.168   20.420
   20.653   21.603   21.659   22.096   23.530   24.811   25.161   25.349   25.418   25.914
   28.069   28.981   29.057   29.611   30.277   30.572   30.888   31.817   32.093   34.000
   34.593   35.640   36.587   36.839   38.156   38.286   39.004   39.016   39.058   39.657
   39.857   40.496   40.683   40.977   41.394   42.111   42.210   42.499   42.850   43.282
   43.911   44.191   44.649   44.916   45.602   45.880   46.298   46.502   46.833   46.990
   47.249   47.287   47.853   47.926   48.445   48.474   48.526   49.281   49.633   50.341
            0.075965  0.000000  0.032014
  -72.233  -72.224  -38.011  -38.011  -37.998  -37.984  -37.945  -37.945  -28.808   -9.828
   -9.827   -9.810   -0.755    1.962    5.894    7.313    7.332    8.114    8.482    9.005
    9.063    9.822    9.831   10.227   10.873   11.024   11.366   12.622   12.840   13.450
   14.106   15.832   16.214   16.322   16.863   17.237   17.401   18.462   20.131   20.407
   20.659   21.593   21.659   22.113   23.553   24.800   25.166   25.383   25.426   25.939
